-9492118.741,1105441.800,952
-9334255.688,1108447.171,3402
-9283251.030,1102258.053,1599
-7124176.830,1110091.182,1713
-9366795.086,1095339.685,2398
-9281966.290,1094328.047,1660
-7446606.192,1109656.322,1445
-9403084.946,1088051.059,1679
-9270742.485,1092711.985,1954
-7547122.977,1110124.935,1430
-7307063.388,1105631.557,1055
-9326418.966,1087822.812,1982
-8123311.983,1109745.074,3184
-7636998.208,1108681.866,1742
-7469501.819,1106477.844,1152
-7451222.730,1106696.821,1423
-8124323.655,1108219.945,3499
-8117724.648,1108234.951,2885
-9265979.808,1086889.321,2176
-7857832.906,1106363.548,1588
-9391622.884,1080032.983,1232
-9287665.188,1082677.836,1837
-9300795.958,1080740.658,2098
-8131923.575,1102618.418,2382
-7540159.895,1099402.966,1233
-7514294.439,1098035.170,1644
-8123793.481,1098578.568,2501
-9293481.191,1074515.365,2283
-8135964.998,1095503.789,2280
-7843676.190,1095638.748,1146
-7732046.078,1094384.306,1912
-7545828.856,1092900.262,1298
-9269624.839,1074311.198,1977
-7877679.027,1094785.417,1209
-7778731.830,1094230.442,1978
-9359755.561,1068758.216,1849
-9348571.914,1068155.883,2267
-9334382.232,1068647.495,3139
-8123264.941,1089446.974,2314
-7782829.113,1088681.575,2375
-7531183.922,1087645.700,853
-9368719.680,1063972.697,1350
-9284077.062,1066364.567,2681
-7788940.668,1085173.849,2468
-7734656.919,1085282.756,2226
-9322979.275,1061579.513,3423
-9309348.380,1063531.895,3317
-8126297.065,1084367.096,2387
-7747362.582,1082342.219,2149
-8126801.943,1083351.422,2374
-7799613.023,1082201.155,2951
-7827523.326,1080338.866,1463
-9294880.011,1055555.946,3720
-8131855.667,1075731.458,2267
-7863562.433,1074944.620,1001
-7800675.100,1074604.629,3000
-7758589.302,1073305.530,2224
-9294765.463,1052076.923,3737
-7733772.371,1069062.813,1847
-9270811.206,1048376.260,2732
-8134877.907,1067610.753,2241
-7805301.140,1064497.685,3220
-7785530.856,1063866.205,2411
-7745473.710,1064088.653,1920
-7745473.710,1064088.653,1920
-9329451.909,1042970.386,1385
-9215441.833,1045129.147,1149
-7785530.856,1063866.205,2411
-7726722.748,1062928.352,1310
-9288330.534,1041342.004,3142
-9273120.697,1041333.706,3208
-8857187.150,1052410.275,992
-8135368.100,1061018.924,1877
-9257373.019,1040340.196,2721
-7830172.419,1059572.832,1985
-7804830.917,1058414.840,3486
-9282141.112,1038059.118,2912
-7790643.193,1057313.456,2158
-9228872.995,1036743.517,1837
-8128256.032,1054953.715,1240
-7736414.959,1055409.320,1823
-9258735.818,1035318.727,3047
-9322423.903,1029789.262,1247
-8148017.836,1052368.095,2820
-9254007.506,1029990.611,2839
-7837829.020,1049480.083,1754
-7763837.290,1048523.369,1982
-9242346.423,1029853.843,3478
-7828213.017,1046896.757,2448
-8150534.433,1046279.807,2776
-7816061.616,1044803.656,3008
-7781088.688,1045602.449,1735
