-9334255.688,1108447.171,3402
-9366795.086,1095339.685,2398
-9403084.946,1088051.059,1679
-9326418.966,1087822.812,1982
-9300795.958,1080740.658,2098
-9334382.232,1068647.495,3139
-7782829.113,1088681.575,2375
-7800675.100,1074604.629,3000
-7758589.302,1073305.530,2224
-8134877.907,1067610.753,2241
-7804830.917,1058414.840,3486
-7736414.959,1055409.320,1823
-9258735.818,1035318.727,3047
-8148017.836,1052368.095,2820
-7816061.616,1044803.656,3008
-7747657.234,1043343.332,1406
-7825712.006,1040805.364,2845
-7784678.594,1039043.227,1769
-9199936.414,1018176.929,2079
-8158597.563,1031563.996,2509
-7835923.766,1025667.838,3185
-9219235.727,1002664.231,3133
-8139819.547,1018449.447,1407
-7820268.618,1016980.245,2871
-7881579.297,1008153.592,3838
-7881579.297,1008153.592,3838
-9159601.037,988916.211,1580
-7836539.122,1003906.720,3571
-7885168.827,996021.157,4339
-7884162.212,994499.399,4417
-7853290.794,993866.446,3814
-7830014.532,992743.625,2271
-8176168.219,984936.838,2502
-9111993.892,968739.137,1671
-7866516.803,977736.462,3633
-7882726.904,972236.514,4538
-7923207.864,967814.523,4370
-9003937.949,956383.454,1819
-8988726.712,954727.758,1651
-8156863.270,958191.558,1822
-7886840.321,953543.847,3912
-7903036.436,948542.858,4799
-7959163.620,944132.082,1883
-7914677.615,944028.548,4581
-8122439.217,939569.608,1551
-7971303.913,939097.672,1571
-8286694.772,935399.852,1016
-7912698.989,928862.611,3734
-7929377.883,927896.316,3612
-7966788.056,918372.602,3189
-7953145.995,918853.989,3092
-7981441.532,916877.889,3133
-8272932.217,913763.068,1459
-8135523.769,913773.428,2222
-7960228.003,913815.194,3129
-8140067.997,912752.958,2313
-8004685.985,910333.877,3593
-7992562.736,910323.396,3469
-7961247.810,908260.748,2922
-7951166.813,897132.392,2596
-8097101.683,892125.278,2339
-7966830.010,891605.231,3212
-8117294.504,889569.911,2703
-8159699.516,886952.034,2621
-7982486.945,888092.497,1937
-8159190.619,885439.058,2749
-8020860.189,883073.738,3265
-8023385.564,879036.097,3317
-8114747.907,876449.614,3241
-8051147.848,875502.724,2057
-8005217.034,873474.811,2912
-8151075.707,870318.949,3519
-8695955.335,855276.139,1501
-8652536.637,853348.879,1672
-8514756.178,849400.077,1664
-8120254.885,850706.525,3855
-8278149.023,848659.129,1975
-8121765.661,849190.579,3945
-8130332.797,844635.163,3285
-8433472.717,842087.664,1815
-8125283.999,842122.861,3595
-8057187.506,834129.403,3366
-8967803.060,822268.926,824
-8118205.680,832049.211,3724
-8109107.892,817946.240,4276
-8443314.448,812314.282,3058
-8079359.525,813443.351,3618
-8491150.744,806371.606,2425
-7296650.588,800966.412,955
-8471968.031,803020.955,2210
-8135293.803,802781.166,2248
-8041551.178,802875.935,2908
-8475895.831,790920.449,3350
-8410295.803,777859.435,2801
-8069256.047,779184.106,3974
-8155394.400,777045.405,1579
-8477258.096,773317.098,2365
-8394145.356,773445.845,2746
-8095446.547,774627.988,4455
-8070261.341,775657.319,3780
-8426855.520,769190.963,2478
-8080332.156,771116.760,3661
-8060183.952,769114.700,3376
-8491210.761,755615.100,2432
-8083845.139,756509.351,3995
-8458466.137,753872.405,2702
-8058162.204,750986.815,3613
-8455379.071,745355.320,2842
-8035001.663,747466.468,3183
-7268800.010,741036.656,1344
-8100952.014,744912.058,3554
-8168406.330,742274.885,3022
-8084336.433,742411.883,3840
-7373051.139,737900.529,2017
-8464889.122,738249.174,3064
-8197088.989,738172.667,1053
-8460839.034,735266.921,3149
-8003294.241,730341.150,2347
-8525172.515,724196.188,1205
-8462775.358,725207.904,3250
-8115521.735,723754.364,2550
-8082308.435,724797.354,3351
-7262571.180,718463.626,1519
-8048589.430,719782.020,5250
-8473772.653,715583.976,3912
-8175389.132,716092.453,3350
-8109473.139,716214.796,2680
-8046072.448,713744.294,5189
-8114994.372,706145.577,3504
-8068206.638,705183.663,4001
-8048083.545,705694.046,5063
-8126059.192,704117.419,3172
-6977263.665,688999.762,1567
-8465550.255,692556.740,3345
-8099378.792,687554.168,3888
-8122511.255,686016.651,3599
-6888037.196,672959.900,1338
-8424231.822,681298.391,2895
-8451365.464,678104.736,2426
-8118474.913,676468.488,4200
-8102886.525,675984.769,3917
-8506633.829,672179.768,1251
-8413105.814,671330.269,3061
-7066749.716,661228.120,1595
-8203431.366,668251.152,2791
-7312060.059,664149.150,1786
-6945616.603,659176.778,1926
-8470882.226,664923.390,3659
-8079246.897,666453.157,3878
-7287005.085,657354.514,1986
-6902548.299,649977.735,2248
-8427097.016,657692.651,2547
-8151124.210,657816.324,3189
-8112418.526,658378.312,3490
-8482871.161,654305.646,3356
-6876062.198,641574.916,2055
-6967052.567,640722.078,2089
-8140552.069,648286.001,3534
-6952012.806,638482.009,2289
-8153611.325,643740.557,3577
-8119435.555,642789.375,3283
-8242545.507,637486.091,1860
-7336554.840,631961.402,2214
-8469145.095,631838.821,3685
-8173185.571,631643.630,3765
-8060129.151,630276.104,2454
-6963367.071,620840.956,1842
-8379140.211,620341.188,3312
-8072182.502,619720.056,2587
-8071177.486,619218.215,2445
-8288669.810,609709.225,1544
-6790448.977,598027.528,2457
-7314756.591,603764.385,1522
-7232392.396,602823.569,1358
-6951152.519,599841.629,2065
-8364976.990,600849.322,2966
-8088747.325,602128.799,3203
-7387131.418,599011.365,2062
-6775569.390,587898.776,2246
-8459844.583,591802.460,1690
-8111337.907,592566.393,3350
-6896511.810,562858.680,1882
-7181653.643,562880.433,1397
-6747013.797,556866.035,2193
-8160503.136,565388.408,3030
-8116328.456,564948.830,2702
-8381364.483,563164.563,3975
-8248340.256,562173.340,3705
-8144935.793,561398.338,2688
-8477210.263,558135.006,4309
-8474171.687,553646.673,3636
-8213188.777,556246.791,3312
-8195103.657,548762.176,3417
-8384775.964,541598.670,5270
-8384775.964,541598.670,5270
-8228710.349,541660.037,3241
-8159957.496,539295.904,2640
-7179018.844,530521.022,2207
-8515671.273,528866.478,2739
-8399779.713,531006.882,4553
-8280866.593,531479.919,3219
-8174990.549,527731.985,2820
-7390826.836,523138.201,1155
-7160073.358,519867.325,2112
-7140082.149,513180.740,1639
-8385159.363,515545.454,5163
-8146372.602,513733.046,1210
-8179474.062,510169.789,3100
-7302157.483,508889.323,1537
-8179972.971,508664.449,3374
-8497972.367,505458.434,2326
-8234130.993,502532.798,3547
-8407150.298,497918.594,3701
-8190487.470,498616.379,3782
-8192985.592,493597.878,3707
-8499893.129,490440.637,2443
-8214022.215,481023.282,3546
-7194130.291,477487.403,1708
-8392010.297,475955.472,3369
-8411510.405,463359.177,3911
-8234027.944,458428.108,3729
-8466626.583,457103.265,2036
-8518221.259,449839.762,3819
-8318219.214,449686.866,1154
-8222476.225,447930.827,2370
-8280109.445,444288.204,3395
-8525683.523,439304.550,3283
-8458013.839,437638.725,3845
-8438966.799,437223.353,3887
-8421415.175,434796.603,3857
-8250015.368,435346.941,4193
-7319899.903,426350.260,1770
-8468957.376,419588.488,3891
-8460423.619,416126.502,3869
-8224411.368,412861.603,1625
-8241944.079,410823.380,4152
-8433830.671,407237.264,4047
-8549049.843,403713.600,2198
-8476872.624,396559.898,2560
-8449315.281,395675.243,4461
-8438771.603,389717.686,3455
-8303018.570,390655.113,3616
-8258436.755,391761.270,3497
-8284460.073,380690.202,2731
-8335541.568,377056.666,2162
-7313784.449,370553.578,2409
-8537364.074,369814.291,4058
-7203686.890,358344.692,1738
-8546297.440,351801.395,2890
-8550766.770,343296.364,2787
-8322432.311,343071.771,3099
-8304391.530,336610.477,2537
-8318393.755,329075.534,3152
-8478092.294,324610.591,3888
-8463067.702,323164.332,5298
-8508626.189,323000.802,2564
-8331395.725,322543.477,3599
-8500581.260,313544.099,2893
-8425490.345,313792.447,3274
-8500574.097,311546.997,3156
-8419480.097,312811.020,3191
-7192025.736,307139.496,815
-8502549.918,304051.134,3264
-8448976.650,300231.930,3378
-6995368.282,297326.833,990
-8424442.259,297806.647,2957
-8304797.659,291094.148,2151
-8563047.802,285368.521,2833
-8352337.219,286495.270,3399
-6764752.619,281613.267,827
-8494976.397,284606.907,3767
-8340818.077,283021.001,2357
-8605058.211,277230.020,2878
-6839925.250,269977.508,1450
-8355812.073,273491.121,2438
-8396839.049,268900.040,2429
-8619017.013,263220.639,3752
-8619017.013,263220.639,3752
-8503893.489,255130.466,4594
-8503893.489,255130.466,4594
-8609451.157,247308.380,3700
-8609451.157,247308.380,3700
-7291478.480,241140.665,1045
-8598921.241,240865.502,3357
-8525846.221,233112.761,4390
-8603890.148,230383.142,3308
-8538341.704,228588.015,3620
-7026376.561,225419.569,952
-7228510.530,224469.475,1024
-8391727.614,218952.782,2628
-7583754.517,216240.737,927
-8378707.182,211983.402,2152
-7292113.409,208845.720,1428
-8532258.181,198180.231,3563
-6921991.294,194254.019,992
-8616275.103,189489.859,2396
-8496209.337,183795.879,3189
-8429182.328,184425.046,2006
-7136663.972,177478.009,1326
-8633745.150,175497.332,3430
-8635241.843,173999.497,3587
-8540206.473,174225.418,3488
-6995132.701,171935.687,1307
-8609226.074,171574.387,2111
-8578214.863,171647.844,3138
-8555710.030,173194.166,4193
-8462165.615,167893.973,2345
-8563696.441,165699.258,4118
-6916161.791,159258.629,1382
-7137245.533,155692.671,1508
-8562673.211,154735.490,3903
-8471646.374,154903.146,2423
-8641692.959,153070.557,2972
-6922216.170,146973.604,1229
-8610646.310,134710.419,4176
-7233354.100,127730.646,1873
-8697647.566,126075.089,2172
-8548618.446,126348.551,3496
-8651126.385,119696.950,4001
-8549604.009,116876.053,2745
-8546590.768,107907.966,2366
-8567091.596,106384.456,3155
-8670105.050,105728.886,4673
-8719101.375,99678.041,2216
-8583085.452,100383.062,3697
-8596583.697,97873.853,3734
-8698589.401,93743.886,2896
-8675581.135,89798.423,4565
-8613053.206,70959.412,3888
-8683055.844,69391.779,3867
-7392979.812,68398.520,1179
-8640544.619,60477.556,4142
-8723545.336,57414.572,4191
-8623541.292,57505.357,4142
-7299492.536,51899.073,1919
-7299993.949,50409.579,2087
-8663535.159,48016.491,3897
-7277997.330,45920.884,2185
-8752534.810,44467.380,3480
-8721530.846,40017.303,4754
-8739527.643,34538.332,2562
-8703023.762,28095.299,4463
-8650522.236,25630.335,2716
-8719021.015,21127.944,3705
-8681517.295,2735.889,5685
-8739517.430,-4721.044,3516
-8706017.938,-9198.862,4040
-8646017.876,-9207.620,3478
-8750020.310,-18632.287,4666
-8729024.501,-29077.080,3165
-8664023.827,-29108.043,2933
-8676025.915,-33082.426,3763
-8650525.079,-32100.177,2554
-8751531.433,-39996.449,4304
-8751531.433,-39996.449,4304
